COUNTER;NAME    ;GRUPPE  ;NUMMER  ;GERAET  ;Temp;FehlerNr;PRIO    ;BESCHREIBUNG;URSACHE ;BEMERK. ;LEVEL   ;SW-VERS ;REAKT.  ;QUIT    ;ABHILFE ;KUERZEL ;Vari_Nr;ET;;;;;;;;;;;;;;;;;;;;
223;"DatSet6 kein aut. Abgl.<>DatSets
";"42
";"28
";"A
";;A4228;"0
";MCU - ABE compatibility error;Both datasets invalid (both devices installed as spare parts).;"ABE-Parametersatz
Kein automatischer Abgleich moeglich.
";"SERV1
";"ab 0.23
";;;Check the CAN bus. Flash the truck software. Replace MCU or ABE.;"We,AW
";"ERR_PAN_D6_A_237
";;;;;;;;;;;;;;;;;;;;;
224;"DatSet7 Zugr.-F Data/DataSets
";"42
";"32
";"A
";;A4232;"0
";MCU - SU compatibility error;Unable to connect to relevant component. May be caused by communication error or incompatible component. May also be caused by faulty access to the EEprom;"PV-Parametersatz Zugriffsfehler
Fehler kann in Verbindung mit CAN-Kommunikationsfehlern
oder CANopen-Fehlern in Verbindung stehen.
Bei erforderlichem Datenabgleich wird dieser nicht beendet und
die Prozessfreigabe fuer Hydraulikantrieb nicht aktiviert.
Bei einer Aenderung eines Parameters via Diagnosegeraet oder ABE ist
keine Sicherung erfolgt, dabei kann die Prozessfreigabe fuer
Hydraulikantrieb bis zum naechsten Reset eingeschaltet sein.
";"SERV1
";"ab 0.23
";Hydraulic drive is disabled;Key switch;"Check CAN bus wiring (if the CAN driver and CANopen error are set) or check the MCU and SU; replace if necessary";"We,AW
";"ERR_PAN_D7_Z_238
";;;;;;;;;;;;;;;;;;;;;
225;"DatSet7 kein aut. Abgl.<>DatSets
";"42
";"33
";"A
";;A4233;"16
";MCU - SU compatibility error;The MCU and the SU datasets are both invalid. This occurs when both devices are reinstalled as spare parts.;"PV-Parametersatz
Kein automatischer Abgleich moeglich.
";"SERV1
";"ab 0.23
";Hydraulic drive is disabled;;Load original parameters. This will initiate the automatic alignment process after the next reset. Check the CAN bus. Flash the truck software. Replace MCU or ABE.;"We,AW
";"ERR_PAN_D7_A_239
";;;;;;;;;;;;;;;;;;;;;
229;"DatSet9 Zugr.-F Data/DataSets
";"42
";"42
";"A
";;A4242;"0
";Parameter error in STILL identification code;Unable to connect to relevant component. May be caused by communication error or incompatible component. May also be caused by faulty access to the EEprom.;"SIC-Parametersatz Zugriffsfehler
Fehler kann in Verbindung mit CAN-Kommunikationsfehlern
oder CANopen-Fehlern in Verbindung stehen.
Bei erforderlichem Datenabgleich wird dieser nicht beendet.
Bei einer Aenderung eines Parameters via Diagnosegeraet oder ABE ist
keine Sicherung erfolgt.
";"SERV1
";"ab 0.92
";;Key switch;"Check CAN bus wiring (if the CAN driver and CANopen error are set) or check the MCU and ABE2; replace if necessary";"We,AW
";"ERR_PAN_D9_Z_243
";;;;;;;;;;;;;;;;;;;;;
230;"DatSet9 kein aut. Abgl.<>DatSets
";"42
";"43
";"A
";;A4243;"16
";PAN error in STILL identification code;Both datasets invalid (both devices installed as spare parts).;"SIC-Param. kein autom. Abgleich
Defaultparameter werden verwendet, der Zugang via SIC kann fehlerhaft sein.
";"SERV1
";"ab 0.02
";;Key switch;Check the CAN bus. Flash the truck software.;"We,AW
";"ERR_PAN_D9_A_244
";;;;;;;;;;;;;;;;;;;;;
192;"Reset EEPROM-WrExt-Flag
";"42
";"80
";"A
";;A4280;"0
";Internal MCU error;EEprom error;"Der automatische Parameterabgleich konnte einen Abgleich nicht abschließen.               
Der automatische Parameterabgleich erkennt den Fehler und versucht diesen zu beheben.
";"SERV1
";"ab 0.59
";;Key switch;Flash the truck software. Replace MCU.;"AW
";"ERR_PAN_WREXT_206
";;;;;;;;;;;;;;;;;;;;;
186;"Fahrmotor(e) Uebertemp. Sammelf.
";"50
";"22
";"A
";;A5022;"0
";Overtemperature in traction motor(s);Traction motor(s) too hot;"1. Phase: Abregelung von Beschleunigung und Geschwindigkeit
2. Phase: Begrenzung des Phasenstromes im Umrichter (Notfahrfunktion bleibt erhalten)
Das System ist so ausgelegt, dass i.d.R. nur die 1.Phase greift und
die 2.Phase durch die Abregelung nicht erreicht wird.
Meldetext: UEBERTEMPERATUR
Fehler wird automatisch zurueckgenommen, sobald die Temperatur
kleiner als die Grenze ist
";"NORM
";"ab 0.33
";Drive unit power reduction;Automatically if error is rectified;Check traction motor(s), sensor system and wiring, replacing if necessary.;"We,MSch
";"ERR_temp_fm_200
";;;;;;;;;;;;;;;;;;;;;
204;"PM1: Temp.-Mess. Sammelf.
";"50
";"31
";"A
";;A5031;"0
";Pump motor temperature error;Measured value outside range;"z.B. bei Abriss oder Kurzschluss
Meldetext: ANTRIEB
";"NORM
";"ab 0.33
";;Automatically if error is rectified;Check sensor system and wiring, replacing if necessary.;"We
";"ERR_tempsen_hm_218
";;;;;;;;;;;;;;;;;;;;;
187;"PM1: Uebertemp.
";"50
";"34
";"A
";;A5034;"0
";Pump motor overtemperature;Motor is too hot;"Uebertemperatur Pumpenmotor
Meldetext: UEBERTEMPERATUR
";"NORM
";"0.33
";Limitation of phase current in converter (emergency hydraulic function is retained);The error code automatically disappears once the temperature is lower than the limit.;Check pump motor, sensor system and wiring, replacing if necessary.;"We
";"ERR_temp_hm_201
";;;;;;;;;;;;;;;;;;;;;
202;"FM1: Temp.-Mess. Sammelf.
";"50
";"41
";"A
";;A5041;"0
";Traction motor 1 (right) temperature error;Measured value outside range;"z.B. bei Abriss oder Kurzschluss
Meldetext: ANTRIEB
";"NORM
";"ab 0.33
";;Automatically if error is rectified;Check sensor system and wiring, replacing if necessary.;"We
";"ERR_tempsen_fm1_216
";;;;;;;;;;;;;;;;;;;;;
206;"FM2: Temp.-Mess. Sammelf.
";"50
";"46
";"A
";;A5046;"0
";Traction motor 2 (left) temperature error;Measured value outside range;"z.B. bei Abriss oder Kurzschluss
Meldetext: ANTRIEB
";"NORM
";"ab 0.33
";;Automatically if error is rectified;Check sensor system and wiring, replacing if necessary.;"We
";"ERR_tempsen_fm2_220
";;;;;;;;;;;;;;;;;;;;;
189;"Uebertemp. Sammelf.
";"53
";"00
";"A
";;A5300;"0
";Overtemperature in traction converter 1 or 2;Converter is too hot;"Ist Sammelfehler für Fahrumrichter 1 und 2 bei 2-Motorenantrieb.
Meldetext: UEBERTEMPERATUR
";"NORM
";"0.33
";1st phase: regulation of acceleration and speed2nd phase: limitation of the phase current in the converter (emergency hydraulic function is retained) (see temperature monitoring);Automatically if error is rectified;Check traction converter, sensor system and wiring, replacing if necessary.;"We
";"ERR_temp_fu_203
";;;;;;;;;;;;;;;;;;;;;
203;"St.-Ger1: Stl.Tmp.-Mes. Sammelf.
";"53
";"01
";"A
";;A5301;"0
";FU1 temperature error;Measured value outside range;"Temperatursensorfehler FU 1
z.B. bei Abriss oder Kurzschluss
Meldetext: ANTRIEB
";"NORM
";"ab 0.33
";;Automatically if error is rectified;Check sensor system and wiring, replacing if necessary.;"We
";"ERR_tempsen_fu1_217
";;;;;;;;;;;;;;;;;;;;;
196;"St.-Ger2: Stl.Tmp.-Mes. Sammelf.
";"53
";"31
";"A
";;A5331;"0
";FU2 temperature error;Measured value outside range;"Temperatursensorfehler FU 2
z.B. bei Abriss oder Kurzschluss
Meldetext: ANTRIEB
";"NORM
";"ab 0.32
";;;Check sensor system and wiring, replacing if necessary.;"We
";"ERR_tempsen_fu2_210
";;;;;;;;;;;;;;;;;;;;;
205;"St.-Ger3: Stl.Tmp.-Mes. Sammelf.
";"53
";"61
";"A
";;A5361;"0
";PU temperature error;Measured value outside range;"Temperatursensorfehler PU
z.B. bei Abriss oder Kurzschluss
Meldetext: ANTRIEB
";"NORM
";"ab 0.33
";;Automatically if error is rectified;Check sensor system and wiring, replacing if necessary.;"We
";"ERR_tempsen_hu_219
";;;;;;;;;;;;;;;;;;;;;
190;"St.-Ger.3: Uebertemp.
";"53
";"64
";"A
";;A5364;"0
";PU overtemperature;Converter is too hot;"Uebertemperatur Pumpenumrichter
Meldetext: UEBERTEMPERATUR
";"NORM
";"0.33
";Limitation of phase current in converter (emergency hydraulic function is retained);Automatically if error is rectified;Check pump converter, sensor system and wiring, replacing if necessary.;"We
";"ERR_temp_hu_204
";;;;;;;;;;;;;;;;;;;;;
169;"Drehzahlsensor
";"54
";"80
";"A
";"5480
";A5480;"0
";Rev sensor error;Sensor has broken down or is defective;"
";"NORM
";"0.16
";Truck can only be driven at emergency mode speed;;Check sensor and wiring;"FEE/MSch
";"ERR_DREHZAHLABRISS_FA_181
";;;;;;;;;;;;;;;;;;;;;
183;"Batt.Auszg.: Stuetzrolle
";"59
";"10
";"A
";;A5910;"16
";Support roller battery carrier;Battery carrier: Support roller does not extend;"Nur noch Einfahren moeglich. kein Ausfahren moeglich
Meldetext: BATTERIEAUSZUG
";"NORM
";"ab 0.67
";Drive unit is disabled;Automatically if error is rectified;Check mechanism, sensors and wiring, replacing if necessary. Check parameterising.;"AW
";"ERR_BAV_STUETZ_197
";;;;;;;;;;;;;;;;;;;;;
191;"Batt.Auszg.: Stzrolle n. eingef.
";"59
";"11
";"A
";;A5911;"16
";Support roller battery carrier not retracted;Potentiometer value exceeds retract threshold when battery door closed;"verschiedene Fehlerursachen
1. fehlerhafte Kalibrierung
2. mechanisches Problem
";"NORM
";"ab 0.90
";Truck can only be driven at emergency mode speed;Automatically if error is rectified;Calibration, check battery carrier mechanics;"AW
";"ERR_BAV_STUETZ_FA_205
";;;;;;;;;;;;;;;;;;;;;
184;"Batt.Auszg.: Motorschutz aktiv
";"59
";"20
";"A
";;A5920;"0
";Motor protection battery carrier;Battery carrier: Timeout detected during motor activation;"vereint zwei Fehlerursachen
1. Kurzzeitschutz: Maximaldauer für das Ausfahren der Batterie oder
für das Einfahren der Batterie wurden überschritten
2. Langzeitschutz: Motor war in Summe zu lange aktiv
";"NORM
";"ab 0.67
";Motor lockedPlain text error: BATTERY CARRIER;Short-term protection by driving in the opposite direction;Long-term protection by allowing waiting period to elapse (one retraction possible after switching on);"AW
";"ERR_BAV_MOTSCHUTZ_198
";;;;;;;;;;;;;;;;;;;;;
185;"Batt.Auszg.: Tastenfehler
";"59
";"30
";"A
";;A5930;"0
";Battery carrier button;Battery carrier: short circuit detected in push button;"vereint zwei Fehlerursachen
1. im Hochlauf: mind. ein Eingang kurzgeschlossen
2. im laufenden Betrieb: gleichzeitige Betätigung bzw.
Kurzschluss beider Tasteneingänge
(kann auch durch Fehlbedienung entstehen)
";"NORM
";"ab 0.67
";Motor lockedPlain text error: BATTERY CARRIER;Release buttons;Check button, sensor system and wiring, replacing if necessary.;"AW
";"ERR_BAV_TASTPLAUS_199
";;;;;;;;;;;;;;;;;;;;;
182;"Batt.Auszg.: Plausib. Poti
";"59
";"31
";"A
";;A5931;"16
";Battery carrier process error;Battery carrier: Potentiometer voltages do not match.;"kein Ausfahren moeglich, Fahrantrieb ist gesperrt.
Meldetext: BATTERIEAUSZUG
";"NORM
";"ab 0.75
";Drive unit is disabled;Automatically if error is rectified;Check sensor system and wiring, replacing if necessary.;"AW
";"ERR_BAV_POTIPLAUS_196
";;;;;;;;;;;;;;;;;;;;;
151;"RTC-Pufferbatterie entladen
";"60
";"05
";"A
";"6005
";A6005;"0
";MCU buffer battery error;MCU2 internal buffer battery is discharged;"
";"SERV1
";"ab 0.04
";;Reset;"Change buffer battery when truck is switched on; set time if necessary";"EE/JS
";"ERR_rtc_battery_low_161
";;;;;;;;;;;;;;;;;;;;;
231;"RFID: Allgemeiner Sammelfehler
";"60
";"20
";"A
";;A6020;"0
";RFID: General collective fault;Error has occurred in the RFID module;"
";"NORM
";"ab 0.80
";Truck can only be driven at emergency mode speed;Key switch;Read out further errors with exact description;"De
";"ERR_RFID_AE_245
";;;;;;;;;;;;;;;;;;;;;
232;"RFID: Abriss zur Antenne
";"60
";"30
";"A
";;A6030;"0
";RFID: Breakage to antenna;A breakage in the wire to the antenna was detected;"
";"SERV1
";"ab 0.82
";Truck can only be driven at emergency mode speed;Key switch;Check wire to antenna, check input configuration;"De
";"ERR_RFID_ANT_ABRISS_246
";;;;;;;;;;;;;;;;;;;;;
239;"FleetManager-Server Timeout
";"64
";"52
";"A
";;A6452;"0
";FleetManager server timeout;FleetManager server is not responding within the timeout period. Set to error after 3rd unsuccessful attempt.;"Keine DFÜ-Kommunikation.
";"SERV1
";"ab 1.00
";;Automatically if error is rectified;Have communication server and FleetManager server checked to ensure they are functioning correctly.;"Vo, ReS
";"ERR_BDD_RemoteTimeout_253
";;;;;;;;;;;;;;;;;;;;;
367;"TDM Fehler in Drivertable
";"64
";"60
";"A
";;A6460;"0
";TDM error in Driver Table;The Driver Table file is defective.- CRC sum.- Truck serial number does not match.- No drivers.;"Fahrzeug wird ohne Zugangsmedium freigegeben
";"SERV1
";"ab 1.14
";;;Load new Driver Table file. See FleetManager documentation;"EIL/Vo
";"ERR_TDM_DRVTAB_480
";;;;;;;;;;;;;;;;;;;;;
368;"TDM EEProm schreiben
";"64
";"61
";"A
";;A6461;"0
";TDM EEprom writing;Failed to write TDM EEprom parameters.;"Unbestimmtes Fehlverhalten der TDM-Funktionen
";"SERV1
";"ab 1.14
";;;;"EIL/Vo
";"ERR_TDM_CFG_481
";;;;;;;;;;;;;;;;;;;;;
369;"TDM Datenverlust DFUE Hauptsp.
";"64
";"62
";"A
";;A6462;"0
";DFÜ data loss in TDM main memory;1. TDM main memory overflow.- Not all data could be sent via DFÜ. The oldest data was discarded.2. The internal memory management is in disarray.- All data to be transmitted via DFÜ is deleted.;"
";"SERV1
";"ab 1.14
";;;Check MCU buffer battery.;"EIL/Vo
";"ERR_TDM_DATALOST_DFUE_482
";;;;;;;;;;;;;;;;;;;;;
370;"TDM Datenverlust FMID Hauptsp.
";"64
";"63
";"A
";;A6463;"0
";FMID data loss in TDM main memory;1. TDM main memory overflow.- Not all data could be sent to the FMID. The oldest data was discarded.2. The internal memory management is in disarray.- All data to be transferred to the FMID is deleted.;"
";"SERV1
";"ab 1.14
";;;Check MCU buffer battery.;"EIL/Vo
";"ERR_TDM_DATALOST_FMID_483
";;;;;;;;;;;;;;;;;;;;;
371;"TDM Datenverlust Prio-Speicher
";"64
";"64
";"A
";;A6464;"0
";Data loss in TDM priority memory;1. TDM priority memory overflow.Not all data could be sent via DFÜ. The oldest data was discarded.2. The internal memory management is in disarray.- All data to be transmitted via DFÜ is deleted.;"
";"SERV1
";"ab 1.14
";;;Check MCU buffer battery.;"EIL/Vo
";"ERR_TDM_DATALOST_PRIO_484
";;;;;;;;;;;;;;;;;;;;;
39;"Einbindung EBG in Elektr. Anlage
";"65
";"20
";"A
";;A6520;"16
";Integration of electrical handbrake in electrical system;MCU cannot establish CAN communication with ELF, or communication is cut off;"Der Fehler wird gesetzt, wenn A3987 oder A3988 oder A3989 gesetzt wird.
";"NORM
";"0.92
";Truck will not drive, accelerator has no effect;Key switch;Check wiring, check function of ELF control unit;"We, HR
";"ERR_ELF_Komm_47
";;;;;;;;;;;;;;;;;;;;;
372;"Fatal Error Umrichter D
";"66
";"10
";"A
";;A6610;"16
";Fatal error in converter D;The converter reports a fatal error;"
";"SERV1
";"ab 1.10
";Drive unit is locked, no drive function;Key switch;"Check converter; replace if necessary";"R+T/sl
";"ERR_FatalErrFU1_486
";;;;;;;;;;;;;;;;;;;;;
373;"Fatal Error Umrichter E
";"66
";"11
";"A
";;A6611;"16
";Fatal error in converter E;The converter reports a fatal error;"
";"SERV1
";"ab 1.10
";Drive unit is locked, no drive function;Key switch;"Check converter; replace if necessary";"R+T/sl
";"ERR_FatalErrFU2_487
";;;;;;;;;;;;;;;;;;;;;
374;"Fatal Error Umrichter F
";"66
";"12
";"A
";;A6612;"16
";Fatal error in converter F;The converter reports a fatal error;"
";"SERV1
";"ab 1.10
";Drive unit and hydraulic drive disabled;Key switch;"Check converter; replace if necessary";"R+T/sl
";"ERR_FatalErrPU_488
";;;;;;;;;;;;;;;;;;;;;
